PointName,SCADAName,Date,AnnAvgPP
CYC001,CC-01,2008-01-01,1.0536338797814204
CYC001,CC-01,2009-01-01,0.8713424657534247
CYC001,CC-01,2010-01-01,0.9989041095890413
CYC001,CC-01,2011-01-01,0.8558904109589047
CYC001,CC-01,2012-01-01,1.2549180327868854
CYC001,CC-01,2013-01-01,0.7759726027397261
CYC001,CC-01,2014-01-01,0.5617260273972604
CYC001,CC-01,2015-01-01,0.41367123287671237
CYC001,CC-01,2016-01-01,0.578743169398907
CYC001,CC-01,2017-01-01,0.21136986301369862
CYC001,CC-01,2018-01-01,0.6647671232876713
CYC001,CC-01,2019-01-01,1.9658630136986288
CYC001,CC-01,2020-01-01,1.2198087431693982
CYC001,CC-01,2021-01-01,0.1203013698630137
CYC001,CC-01,2022-01-01,0.5968219178082189
CYC001,CC-01,2023-01-01,0.7564102564102564
CYC002,CC-02,2006-01-01,0.8393478260869562
CYC002,CC-02,2007-01-01,1.0834246575342457
CYC002,CC-02,2008-01-01,0.8502459016393438
CYC002,CC-02,2009-01-01,0.8433150684931512
CYC002,CC-02,2010-01-01,1.0512328767123287
CYC002,CC-02,2011-01-01,1.039041095890411
CYC002,CC-02,2012-01-01,1.5231693989071058
CYC002,CC-02,2013-01-01,0.9718356164383556
CYC002,CC-02,2014-01-01,0.6712876712328766
CYC002,CC-02,2015-01-01,1.356602739726028
CYC002,CC-02,2016-01-01,1.6277595628415298
CYC002,CC-02,2017-01-01,2.1381643835616444
CYC002,CC-02,2018-01-01,0.4707945205479453
CYC002,CC-02,2019-01-01,1.8097808219178078
CYC002,CC-02,2020-01-01,1.2081147540983608
CYC002,CC-02,2021-01-01,0.5958630136986305
CYC002,CC-02,2022-01-01,0.7125479452054793
CYC002,CC-02,2023-01-01,0.7802564102564103
CYC003,CC-03,2006-01-01,0.9331521739130437
CYC003,CC-03,2007-01-01,1.1750136986301365
CYC003,CC-03,2008-01-01,1.072786885245901
CYC003,CC-03,2009-01-01,0.959890410958904
CYC003,CC-03,2010-01-01,1.2539178082191766
CYC003,CC-03,2011-01-01,1.4146849315068497
CYC003,CC-03,2012-01-01,1.3951092896174864
CYC003,CC-03,2013-01-01,1.1713698630136986
CYC003,CC-03,2014-01-01,0.652219178082192
CYC003,CC-03,2015-01-01,1.6290410958904116
CYC003,CC-03,2016-01-01,1.4083060109289613
CYC003,CC-03,2017-01-01,1.4870958904109595
CYC003,CC-03,2018-01-01,0.5736438356164384
CYC003,CC-03,2019-01-01,0.9209041095890413
CYC003,CC-03,2020-01-01,1.5469672131147545
CYC003,CC-03,2021-01-01,0.6129315068493151
CYC003,CC-03,2022-01-01,0.7707397260273969
CYC003,CC-03,2023-01-01,0.8372527472527475
CYC004,CC-04,2006-01-01,0.9191304347826089
CYC004,CC-04,2007-01-01,0.8788219178082188
CYC004,CC-04,2008-01-01,0.9525956284153
CYC004,CC-04,2009-01-01,1.1376712328767122
CYC004,CC-04,2010-01-01,1.4042739726027398
CYC004,CC-04,2011-01-01,1.5113424657534242
CYC004,CC-04,2012-01-01,1.4223497267759557
CYC004,CC-04,2013-01-01,1.5862191780821915
CYC004,CC-04,2014-01-01,1.0861917808219177
CYC004,CC-04,2015-01-01,1.6495068493150684
CYC004,CC-04,2016-01-01,1.7277595628415299
CYC004,CC-04,2017-01-01,0.5918082191780822
CYC004,CC-04,2018-01-01,0.630767123287671
CYC004,CC-04,2019-01-01,0.1386849315068493
CYC004,CC-04,2020-01-01,1.454863387978142
CYC004,CC-04,2021-01-01,0.8735890410958909
CYC004,CC-04,2022-01-01,0.8468219178082195
CYC004,CC-04,2023-01-01,0.8908058608058604
CYC005,CC-05,2006-01-01,0.8061956521739129
CYC005,CC-05,2007-01-01,0.9621095890410959
CYC005,CC-05,2008-01-01,0.9131967213114757
CYC005,CC-05,2009-01-01,1.0082191780821923
CYC005,CC-05,2010-01-01,1.2913424657534236
CYC005,CC-05,2011-01-01,0.803013698630137
CYC005,CC-05,2012-01-01,1.1955191256830597
CYC005,CC-05,2013-01-01,1.5430136986301366
CYC005,CC-05,2014-01-01,1.288082191780822
CYC005,CC-05,2015-01-01,1.6696986301369867
